,question,num_texte
681,"Lors d'un retour en France, quelle démarche doit être effectuée durant l'année du retour (année N) ?",64
192,Quelle formalité particulière s’applique lorsqu’une pension alimentaire versée résulte d’une décision de justice définitive antérieure au 1er janvier 2006 ?,18
1170,Quelle affirmation est fausse concernant les dispositifs spécifiques « Robien-SCPI » et « Borloo SCPI » ?,92
1174,Quelles conditions doivent être remplies pour que la location meublée de pièces constituant la résidence principale du locataire soit exonérée d'impôt ?,93
1112,"Quel taux de déduction s'applique pour un logement mis en location à un organisme public ou privé, en convention Borloo ancien, dans les communes des zones A, B1 et B2 ?",90
436,Quel est l’intérêt principal de l’onglet « Impôts » accessible depuis « Paiements » pour un contribuable déjà mensualisé ?,40
1399,"Parmi les situations suivantes, laquelle relève de la compétence du conciliateur fiscal départemental ?",110
405,"Où peut-on consulter l’échéancier de paiement si l’on est mensualisé, hormis l’espace en ligne ?",40
474,"Si un contribuable anticipe une exonération totale de taxe foncière ou de taxe d’habitation pour l’année en cours, quelle démarche lui permet d’interrompre les prélèvements mensuels tout en conservant son contrat actif ?",42
1253,Comment définit-on qu'un immeuble est considéré comme fiscalement neuf pour l'application du taux normal de TVA ?,97
1255,Quel est le taux normal de TVA applicable aux travaux non éligibles aux taux réduits ?,97
225,"Selon la réglementation fiscale française, à quelle condition précise un non-résident fiscal peut-il bénéficier de la réduction d’impôt relative à un investissement immobilier locatif, pour un investissement réalisé à partir de 2019 ?",22
891,"Quel pourcentage forfaitaire peut être déduit du prix d'achat en l'absence de justificatifs pour certains frais d'acquisition, lorsque le bien est détenu depuis moins de 5 ans ?",79
568,Comment est calculé le nombre de parts pour l’impôt lorsque deux ex-conjoints n’ont pas d’enfant à charge l’année de leur séparation ?,53
764,Quels éléments sont pris en compte pour déterminer l’éligibilité au dégrèvement de la taxe d’habitation mis en place entre 2018 et 2020 ?,70
1345,Où sont indiqués les tarifs au mètre carré applicables à la TSBCS ?,104
931,Dans quelles conditions est-il obligatoire de recourir à un représentant fiscal pour un non-résident ?,81
265,"Si deux époux sont en instance de divorce et autorisés à résider séparément, comment doivent-ils déclarer leur patrimoine à l’IFI ?",25
89,Quelle conséquence fiscale résulte de l’application du système du quotient lorsqu’un revenu exceptionnel est imposé au même taux marginal que le revenu global ordinaire du foyer ?,8
1307,Quelle information en page 4 de votre avis de taxe foncière indique que votre local professionnel fait l'objet d'un lissage annuel de vos cotisations ?,101
819,Quel est le taux de taxe communale applicable pour une cession de fonds de commerce dont le prix se situe entre 107 000 € et 200 000 € ?,74
914,Quel est le taux de la taxe communale sur la cession à titre onéreux de terrains nus rendus constructibles ?,80
1109,Quel est le délai de réception de la demande de conventionnement pour bénéficier du dispositif Borloo ancien à compter du 1/01/2017 ?,90
607,Dans quelle situation précise peut-on être dispensé de déposer une déclaration de succession pour un enfant décédé ?,57
1040,"Pour les produits des bons ou contrats de capitalisation et d'assurance-vie de plus de 8 ans, afférents à des versements effectués depuis le 27 septembre 2017, quel taux de prélèvement est appliqué ?",86
639,Quelles indemnités sont allouées en cas de perte totale d’emploi ?,61
154,Dans quelle situation est-il possible de bénéficier d’un abattement « renforcé » pour durée de détention lors de la cession d’actions ou parts sociales ?,14
412,Quel document présente le calendrier des prélèvements mensuels pour l’année en cours et l’année suivante ?,40
128,Quel abattement forfaitaire s’applique de plein droit aux revenus fonciers soumis au régime micro-foncier ?,12
100,"Quelles prestations versées en capital peuvent, si le contribuable y a intérêt, être soumises au système du quotient applicable aux revenus exceptionnels ?",9
1093,Quel est le plafond maximal du rabais pouvant être consenti sur les stock-options ?,89
343,"Comment est traitée la situation si, après avoir refusé de communiquer un taux personnalisé à l’employeur, le prélèvement sur salaire s’avère finalement plus élevé que ce que le salarié aurait dû payer ?",34
363,Dans quel cas les prélèvements mensuels d'impôt peuvent-ils se prolonger en novembre ou en décembre ?,36
166,Quelle est la conséquence pratique pour un auteur qui déclare ses droits d’auteur en traitements et salaires sans opter pour les frais réels ?,16
871,Quelles conditions doivent être réunies pour que la plus-value de la vente d'une résidence principale soit exonérée ?,78
134,Quel engagement conditionne la validité de l’imputation d’un déficit foncier sur le revenu global lorsqu’un propriétaire affecte un bien à la location ?,12
702,Quel est le critère déterminant pour qu'un revenu provenant d'un bien immobilier soit considéré d'origine française ?,66
676,Quel(s) formulaire(s) doit(vent) être utilisé(s) lors de l'année suivant le départ (N+1) pour déclarer les revenus perçus jusqu'à la date de départ et après le départ en cas de perception de revenus imposables en France ?,64
485,"Dans le service de paiement en ligne de l’impôt, comment procéder lorsqu’on détient plusieurs contrats de prélèvement à modifier ?",43
1358,Quelle option de régularisation est disponible en cas d'erreur dans une déclaration fiscale si vous n'avez pas accès au service en ligne ?,105
277,"En cas de séparation de biens et de cessation de la cohabitation, comment l’abattement de 30 % peut-il s’appliquer à la résidence principale de chacun des époux imposés séparément à l’IFI ?",26
1121,Quel document n'est PAS exigé lors de la déclaration de revenus pour justifier le bénéfice du dispositif Convention Anah ?,90
130,Quelle est la durée d’irrévocabilité de l’option pour le régime réel d’imposition lorsque le contribuable y renonce au micro-foncier ?,12
92,"Dans quel cas un revenu réalisé au titre d’une activité professionnelle peut-il être qualifié d’exceptionnel, permettant ainsi de bénéficier du quotient ?",8
360,Quel réflexe adopter si le rejet de prélèvement est dû à une opposition enregistrée auprès de la banque ?,35
1301,Sur quel élément repose l'établissement des tarifs au mètre carré pour l'évaluation des locaux professionnels ?,100
246,Quel est le taux du crédit d’impôt pour des dépenses spécialement conçues pour l’accessibilité aux personnes âgées ou handicapées dans une habitation principale ?,24
867,Quel est l'impact de l'intervention du notaire lors de l'acquisition d'un bien ancien sur les fichiers de la taxe foncière ?,77
759,"Parmi les conditions relatives à l’occupant, quelle est une des exigences pour bénéficier de l’exonération spéciale de taxe foncière pour l’habitation principale ?",70
74,Quel est l'impact sur la majoration de parts lorsque vous bénéficiez déjà de la déduction pour frais d'accueil d'une personne âgée de plus de 75 ans ?,6
712,Quels éléments constituent les revenus d'origine française versés dans le cadre d'une activité exercée en France ?,66
1415,Que peut faire le médiateur si le service concerné n'accepte pas la recommandation proposée ?,111
383,Quel délai supplémentaire est accordé pour régler un impôt en ligne au-delà de sa date limite de paiement ?,38
369,"À quelle date précise intervient le prélèvement mensuel, en l’absence de choix d’une autre échéance ?",36
1010,Dans quelle situation est-il possible d'opter pour le paiement différé des droits de donation dans le mois suivant le décès du donateur ?,84
1234,"Pour la CVAE, quel est le seuil de chiffre d'affaires à partir duquel les loueurs en meublé doivent déposer une déclaration n°1330-CVAE ?",95
63,Quels enfants sont concernés par la situation des enfants ayant fondé un foyer distinct pour le rattachement ?,5
1295,Quel est l'objectif principal du dispositif de neutralisation dans la RVLLP ?,100
1180,Quelle démarche doit être effectuée dans les quinze jours suivant le début d'une activité de location meublée ?,93
327,Quelles sont les modalités de paiement pour une somme restante supérieure à 300 euros si l’avis d’impôt est reçu en été ?,32
834,À quel moment une construction est-elle considérée comme achevée selon les critères fiscaux ?,75
1130,Une date d'investissement est-elle exigée pour bénéficier du régime dérogatoire sur le déficit foncier des monuments historiques ?,91
509,Quelle circonstance justifie un décalage entre la période de règlement et une baisse de revenus inattendue permettant de demander un délai de paiement ?,47
114,"Dans quelle hypothèse peut-on considérer qu’il est justifié de choisir un mode de transport individuel (voiture, moto) plutôt que les transports collectifs pour ses déplacements professionnels ?",10
1273,"Que se passe-t-il si la déclaration est déposée en N après le délai de 90 jours, mais dans l'année de l'achèvement ?",98
581,"Si la prestation compensatoire est versée sous forme de biens ou de droits au lieu d’un capital en numéraire, quelle est la conséquence en matière de réduction d’impôt pour le débiteur ?",55
404,"Dans la colonne intitulée « Reste à payer » pour un contribuable mensualisé, à quoi correspond le montant qui y figure ?",40
1168,Pendant combien de temps l’option pour la TVA reste-t-elle en vigueur si elle n’est pas dénoncée ?,92
175,Quels critères doivent être remplis pour qu’une charge soit déduite du revenu global d'un contribuable domicilié en France ?,17
1030,Quel élément distingue la donation-partage des donations simples concernant leur intégration dans la succession ?,85
600,"Un parent veuf, qui vit seul et a eu un enfant décédé à 17 ans, peut-il cocher la case L pour obtenir la demi-part supplémentaire ?",57
527,Comment doit être effectué le calcul des revenus dans le cas de la déclaration commune au titre de l’année du mariage ou du pacs ?,49
846,Quel taux de TVA est appliqué dans la majorité des cas pour l'achat d'un bien neuf auprès d'un professionnel ?,76
247,"Pour bénéficier du crédit d’impôt relatif à l’adaptation du logement au titre d’un accident du travail, à partir de quel taux minimal d’invalidité la dépense est-elle éligible ?",24
753,Les bâtiments ruraux sont exonérés de taxe foncière lorsqu’ils sont affectés de manière permanente et exclusive à quel usage ?,70
1057,Quels types d'opérations sur valeurs mobilières sont imposables à l'impôt sur le revenu ?,87
468,Jusqu’à quel moment un contribuable peut-il demander la suspension de ses prélèvements mensuels pour l’année en cours ?,42
1258,Quelles conditions cumulatives doivent être respectées pour bénéficier des taux réduits de TVA sur des travaux de rénovation ?,97
1409,Quelle démarche préalable est nécessaire avant de saisir le médiateur ?,111
625,"Dans quelle limite de temps une donation antérieure est-elle réintégrée pour le calcul des droits de succession, lorsqu’un décès survient ?",59
1321,"Parmi les événements suivants, lequel impose la déclaration n°6660-REV ?",102
500,"Lorsque l’infraction ne relève pas des cas radar (vitesse, feu rouge, etc.), quelle option de contestation est prévue pour la version de l’amende avant majoration ?",45
865,Dans quelles conditions l'achat d'un bien ancien auprès d'un professionnel peut-il suivre les mêmes règles d'imposition que l'achat dans le neuf ?,77
101,Dans quelles lignes doivent être déclarées les pensions de source étrangère imposables en France qui n’ouvrent pas droit à un crédit d’impôt égal à l’impôt français ?,9
493,"Quel libellé désigne le service public où l’on peut également s’acquitter d’une amende en personne, hormis le paiement chez un buraliste agréé ?",44
398,Un contribuable veut régler un impôt de 280 € par TIPSEPA pour la première fois. Quel document doit-il impérativement joindre à l’envoi ?,39
480,Quelle est la démarche à suivre pour confirmer la validité du nouveau mandat de prélèvement après avoir modifié ses coordonnées bancaires en ligne ?,43
1395,Quel est le rôle de votre espace Particulier dans le suivi de votre réclamation ?,109
52,Dans quel cas un parent ne peut-il pas déduire de pension alimentaire pour son enfant mineur ?,4
1206,Quel document doit être déposé pour opter pour le régime réel d'imposition en location meublée ?,94
1021,Quels taux complémentaires s'appliquent lors de la publication de l'acte de donation d'un immeuble ?,85
793,Quel avantage offre l'enregistrement d'un acte sous seing privé quant à la preuve de son existence ?,72
122,Comment s’applique le calcul des frais supplémentaires si le salarié n’a pas la possibilité de rentrer chez lui mais ne paie pas directement ses repas (ex. tickets-restaurant intégralement financés) ?,11
1386,"Lors du dépôt d'une réclamation, quelle option pouvez-vous formuler concernant le paiement de l'impôt contesté ?",108
399,"Lors d’un virement pour régler un impôt inférieur à 300 €, quelle date sert de référence pour déterminer si le paiement est reçu dans les délais ?",39
658,Quelles sont les conséquences de l'option pour le système du quotient sur la déclaration de l'indemnité imposable ?,62
984,Quel lien doit exister pour qu'une personne soit considérée fiscalement comme un neveu ?,84
899,Dans quel cas l'intervention du notaire n'est-elle pas obligatoire lors d'une cession immobilière ?,79
483,Jusqu’à quelle date limite mensuelle faut-il signaler un changement de coordonnées bancaires pour qu’il soit pris en compte le mois suivant ?,43
767,Qui est assujetti à la contribution à l'audiovisuel public selon les critères définis pour l'usage privatif du foyer ?,71
457,"Afin de diminuer les prélèvements mensuels lorsque l’impôt local devrait baisser, quelle information doit obligatoirement être fournie lors de la demande ?",41
428,"Pour un contribuable mensualisé, quelle est la conséquence immédiate d’un changement de taux de prélèvement à la source sur l’échéancier existant ?",40
994,Quel pourcentage est appliqué sur la tranche entre 8 072 € et 12 109 € dans le barème de taxation en ligne directe ?,84
1097,Quels taux forfaitaires sont applicables au gain de levée d’option si un délai de portage supplémentaire de 2 ans est respecté pour des options attribuées avant le 28/09/2012 ?,89
898,Quelle démarche est effectuée par un notaire lors de la vente d'un immeuble ou d'un terrain à bâtir ?,79
907,"Pour une plus-value imposable comprise entre 50 001 € et 60 000 €, quelle formule de calcul est utilisée ?",80
738,"Pour les propriétés non bâties dans les DOM hors Mayotte, à quelle date se réfère le marché locatif pour le calcul de la valeur locative cadastrale ?",68
528,Quel est le caractère de l’option pour la déclaration séparée l’année du mariage ou du pacs ?,49
1343,Comment doit être calculée la surface imposable des locaux pour la TSBCS ?,104
1305,Que signifie l'absence de la mention relative à la révision des valeurs locatives sur votre avis de taxe foncière ?,101
1325,Recevez-vous un avis d'imposition pour la TSBCS ?,103
421,Quel est le principal intérêt de la colonne « Reste à payer » lorsqu’on est déjà en cours de mensualisation ?,40
1268,Quand devez-vous déposer une déclaration foncière en ligne ?,98
593,"En cas de décès du conjoint, quelle méthode s’applique pour déterminer la fraction des charges déductibles lorsque certaines dépenses ont été payées avant et après le décès ?",56
471,"Pour mettre fin au contrat de prélèvement mensuel au titre de l’année en cours, jusqu’à quand un redevable peut-il demander la résiliation ?",42
956,Quel est l'âge minimum requis du bénéficiaire pour bénéficier de l'exonération des dons familiaux de sommes d'argent ?,83
829,Quel taux de taxe de publicité foncière s'applique à l'achat d'un terrain auprès d'un professionnel lorsque le vendeur facture la TVA sur la valeur totale du terrain ?,75
15,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1
683,"Si un contribuable n'a pas perçu de revenus de source française avant son retour en France, quelle démarche doit-il adopter ?",64
291,Quelle est la date de référence pour apprécier la situation familiale prise en compte dans la déclaration d’IFI établie en 2024 ?,28
1394,Que se passe-t-il si votre réclamation est rejetée par l'administration fiscale ?,109
506,"En cas d’usurpation d’identité concernant le véhicule, quelle description s’applique spécifiquement ?",46
169,Dans quel cas un auteur peut-il choisir d’être imposé au régime des BNC pour ses droits d’auteur ?,16
400,"Pourquoi le paiement des acomptes de prélèvement à la source ne peut-il pas s’effectuer par chèque ou TIPSEPA, même si le montant est en dessous de 300 € ?",39
22,Quel avantage notable permet d’obtenir immédiatement un avis de situation déclarative pour justifier sa situation fiscale auprès d’organismes tiers ?,2
460,"Lorsqu’une demande de modulation est transmise avant le dernier jour d’un mois, à partir de quand s’applique la modification ?",41
203,Quels produits d’épargne retraite sont définitivement arrêtés de commercialisation depuis le 1er octobre 2020 ?,19
747,À quelle date la situation de famille et les conditions pour l'abattement obligatoire pour charges de famille sont-elles évaluées ?,69
172,Dans quelles circonstances l’auteur doit-il joindre une note explicative concernant le montant de ses droits d’auteur perçus ?,16
1294,Où sont publiés les paramètres départementaux d'évaluation des locaux professionnels ?,100
589,Comment doivent être établies les déclarations de revenus l’année du décès lorsque les conjoints étaient auparavant imposés ensemble ?,56
1288,Quels locaux sont concernés par la révision des valeurs locatives des locaux professionnels (RVLLP) ?,100
1407,Par quel décret et à quelle date a été créée l'institution du médiateur des ministères de l'économie et du budget ?,111
88,"Selon le régime des revenus différés, comment détermine-t-on le coefficient à appliquer pour le système du quotient ?",8
107,Dans quelle situation peut-on déduire plus d’un aller-retour par jour au titre des frais de transport domicile-travail ?,10
309,Quel est l’objet principal de la déclaration unifiée pour un professionnel libéral relevant du PAM-C ?,30
778,"En cas de vente d'un logement vacant, à partir de quel moment le nouveau propriétaire voit-il appliquer la TLV si le logement reste vacant ?",71
1418,Comment pouvez-vous effectuer la demande de délai de paiement via votre espace Particulier ?,112
741,Quel abattement est appliqué pour la Taxe Foncière sur les Propriétés Non Bâties ?,69
964,Quels bénéficiaires peuvent prétendre à l'exonération des dons consentis aux victimes d'actes de terrorisme ?,83
1211,"Dans le calcul de l'amortissement déductible en régime réel, quelle limite est imposée ?",94
1134,Quels immeubles sont éligibles au dispositif des monuments historiques ?,91
970,"Quel taux d'exonération s'applique aux bois et forêts, ainsi qu'aux sommes déposées sur un compte d'investissement forestier et d'assurance et aux parts de groupements forestiers ?",83
325,"Si le montant total prélevé l’année précédente n’a pas couvert l’intégralité de l’impôt dû, que se passe-t-il ?",32
393,Un contribuable souhaite régler un acompte de prélèvement à la source d’un montant de 150 €. Quel moyen de paiement est-il obligé d’utiliser ?,39
986,Quel abattement s'applique lors d'une donation en faveur d'un petit enfant ?,84
1261,Combien de modèles d'attestation sont prévus pour l'application des taux réduits de TVA et quels sont-ils ?,97
322,Quelle est la nature juridique de cette nouvelle déclaration fiscale et sociale unique pour un exploitant agricole en 2023 ?,31
26,Dans quel cas l’usager ne connaît-il pas forcément immédiatement le montant exact de son impôt lors de la déclaration en ligne ?,2
634,Quelle indemnité de fin de contrat fait toujours partie des sommes imposables et n’est pas exonérée ?,60
356,Que fait l'administration après un rejet de prélèvement initial si aucune action n'est engagée par le contribuable ?,35
127,Dans quelle hypothèse peut-on bénéficier du régime micro-foncier si l’on détient à la fois un bien loué nu et des parts de sociétés immobilières ?,12
796,"Pour qu'un acte sous seing privé soit valide en matière d'enregistrement, quelle formalité est indispensable ?",73
980,Quel taux d'exonération est prévu pour les immeubles et biens immobiliers situés en Corse jusqu'au 31 décembre 2017 ?,83
372,Pour quels types de taxes est-il possible d’opter pour un prélèvement à l’échéance en lien avec une résidence secondaire ?,37
430,"Si un contribuable veut estimer ses impôts sur le revenu avant réception de l’avis, que doit-il utiliser ?",40
42,Dans quel cas doit-on cocher la case P pour bénéficier d’une majoration de parts ?,3
623,Quelle information doit nécessairement figurer dans la déclaration de succession ?,59
736,Quels types de changements dans la valeur locative cadastrale ne sont pas soumis à une obligation déclarative ?,68
489,Lequel de ces canaux n’est pas listé parmi les moyens de paiement proposés pour régler une amende ou un forfait de post-stationnement ?,44
168,Comment est déterminé le montant imposable pour un auteur qui est soumis à la retenue de TVA et n’opte pas pour les frais réels ?,16
1300,Quels locaux sont exclus de la révision des valeurs locatives professionnelles ?,100
199,Quel contrat a vocation à remplacer progressivement le PERP et le Madelin depuis le 1er octobre 2019 ?,19
338,"À quel moment une personne peut-elle mettre fin à l’acompte mis en place, si le revenu associé n’est plus perçu ?",33
870,Quel cas d'exonération de plus-value s'applique intégralement lorsque le vendeur cède le logement qu'il occupe la majeure partie de l'année ?,78
769,Quel est le montant de la contribution à l'audiovisuel public pour l'année 2020 en métropole ?,71
10,Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,0
470,Quelle différence principale distingue la suspension de la résiliation d’un contrat de prélèvement mensuel ?,42
642,Sur quelles cases de la déclaration de revenus doivent être inscrites les indemnités perçues en cas de chômage partiel ?,61
779,Quelle est la différence fondamentale entre la TEOM et la REOM en termes de nature et de gestion ?,71
200,Quelles sommes doivent être déduites du plafond annuel de 10 % pour évaluer le plafond restant disponible en déduction épargne retraite ?,19
521,Comment un contribuable doit-il procéder pour signaler son changement d’adresse par voie postale ?,48
102,"Quel est le montant minimal de l’abattement de 10 % sur les pensions, lorsqu’un contribuable perçoit une faible pension imposable ?",9
387,Dans quels territoires un compte bancaire peut-il être domicilié pour pouvoir payer un impôt en ligne ?,38
1400,"Parmi les situations suivantes, laquelle ne relève pas de la compétence du conciliateur fiscal départemental ?",110
766,Depuis quelle année la condition de cohabitation a-t-elle été supprimée pour les impositions relatives à la taxe foncière et à la taxe d’habitation ?,70
982,Quel degré de parenté concerne une donation entre un donateur et son frère ou sa sœur ?,84
157,"Dans le cas d’une activité de micro BNC (prestations de service ou activités non commerciales), quel abattement représentatif de charges est appliqué par l’administration fiscale ?",15
304,Combien de déclarations doivent être effectuées pour la part fiscale et sociale par un travailleur indépendant relevant de ce dispositif en 2023 ?,29
144,Quelles sont les principales obligations administratives d’un loueur en meublé (professionnel ou non) en plus de la déclaration de revenus ?,13
1213,Comment la réduction d'impôt Censi-Bouvard affecte-t-elle le traitement de l'amortissement en location meublée ?,94
1189,Quelle formalité doit être accomplie dans les quinze jours suivant le début de l'activité de location meublée afin d'obtenir un numéro SIRET ?,93
876,Quel est le mode de calcul de l'abattement pour les prélèvements sociaux sur la plus-value immobilière ?,78
832,Quelle procédure doit être suivie pour bénéficier du taux réduit de TVA lors de la construction en maîtrisant soi-même l'exécution des travaux ?,75
1365,"Parmi les méthodes suivantes, laquelle n'est PAS mentionnée pour corriger une erreur après l'établissement de l'impôt ?",106
992,Quel est l'impact de l'adoption plénière sur les abattements lors d'une donation ?,84
1239,Quelle tolérance administrative permet à une SCI de ne pas être imposée à l'impôt sur les sociétés ?,96
20,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1
248,Dans quel groupe iso-ressources (GIR) doit se situer une personne souffrant d’une perte d’autonomie pour prétendre au crédit d’impôt d’adaptation du logement ?,24
649,Quels dispositifs permettent d'atténuer l'imposition importante lors de la perception d'une indemnité de départ à la retraite ou en préretraite ?,62
582,Dans quel cas le bénéficiaire d’une prestation compensatoire n’est-il pas imposé sur les sommes reçues ?,55
1115,Quel est le taux de déduction applicable pour un logement en location dans le secteur social ou très social sous Cosse situé en zone B2 ?,90
258,"Un enfant majeur, même rattaché à ses parents pour l'impôt sur le revenu, doit-il effectuer sa propre déclaration IFI et à partir de quel seuil ?",25
477,Quelle est la raison principale pour laquelle un contribuable doit signaler sa nouvelle adresse postale sans délai à l'administration ?,43
1224,"Pour les loueurs en meublé relevant du régime micro-BIC, quel intervalle de chiffre d'affaires impose le dépôt papier de la déclaration n°1330-CVAE ?",95
512,Que se passe-t-il si l’administration fiscale n’a pas répondu à une demande de délai de paiement dans les deux mois ?,47
631,"Quelle solution fiscale peut être choisie pour le surplus imposable d’une indemnité de licenciement, quel que soit son montant ?",60
794,Où doit-on se référer pour obtenir le service compétent chargé de l'enregistrement d'un acte sous seing privé ?,72
943,Quels moyens sont mis à disposition pour déclarer l'existence d'un don manuel à l'administration ?,82
1414,Que propose le médiateur lorsqu'il estime la réclamation recevable ?,111
256,Quelle catégorie de personnes doit inclure les biens immobiliers détenus à l'étranger dans son patrimoine imposable à l'IFI ?,25
1099,Quel régime d’imposition s’applique au gain de levée d’option pour des stock-options attribuées après le 28/09/2012 ?,89
53,"Quel est le nombre de parts supplémentaire accordé pour chaque enfant handicapé, titulaire de la carte d’invalidité ou de la carte mobilité inclusion mention « invalidité » ?",4
103,Dans quel cas la pension de retraite versée sous forme de rente viagère à titre gratuit doit-elle être déclarée en lignes 1AS à 1DS ?,9
403,Quel lien permet d’obtenir des informations détaillées sur les échéanciers de paiement une fois connecté à l’espace particulier ?,40
1423,Dans quelles conditions le délai de traitement de la demande de délai de paiement peut-il être étendu à 4 mois ?,112
1090,Comment sont traités les gains réalisés lors de la clôture d'un PEA en ce qui concerne les prélèvements sociaux ?,88
1347,Que faire si vos locaux sont répartis entre différents services compétents ?,104
314,Un professionnel relevant du PAM-C peut-il effectuer des déclarations séparées pour l’impôt sur le revenu et pour ses cotisations sociales ?,30
132,Comment se calcule le résultat net foncier au régime réel ?,12
406,"Lorsqu’un contribuable mensualisé modifie le montant de ses prélèvements, quel document est envoyé pour refléter ces changements ?",40
1006,Quel pourcentage de réduction de droits peut être obtenu sous conditions lors d'une donation en pleine propriété de parts ou biens d'une entreprise individuelle ?,84
348,Dans quelle situation un contribuable peut-il être amené à effectuer un versement libre de prélèvement à la source en cours d’année ?,34
370,"Quelle est la règle de calcul pour répartir la somme des prélèvements non effectués depuis janvier, si l’adhésion intervient en cours d’année ?",36
1183,Quel formulaire doit être souscrit lors de la première année de location du local pour la déclaration de la CFE ?,93
659,Que doit faire un contribuable en cas de modification de son niveau ou de la composition de ses revenus après son départ en retraite ?,62
816,Quel taux de droit budgétaire est appliqué pour une cession de fonds de commerce dont le prix se situe entre 23 000 € et 107 000 € ?,74
719,Comment déclarer les revenus de source étrangère en version papier ?,67
692,Les agents des établissements publics sont-ils assimilés aux fonctionnaires d'État pour la détermination de leur domiciliation fiscale ?,65
906,Quel taux de base est appliqué pour une tranche de plus-value imposable située entre 60 001 € et 100 000 € ?,80
1425,Comment êtes-vous informé de la décision de l'administration si vous avez effectué votre demande en ligne ?,112
755,"En cas de changement d’affectation, quelle condition supplémentaire est requise pour bénéficier de l’exonération temporaire lors de la conversion d’un bâtiment rural en habitation ?",70
1354,"Quel avantage offre une déclaration rectificative souscrite spontanément, c'est-à-dire avant l'engagement d'un contrôle par l'administration ?",105
938,Comment est déterminée l’évaluation d’un don manuel selon le texte ?,82
847,"Dans quelles zones le taux réduit de TVA de 5,5% peut-il s'appliquer pour l'acquisition d'un bien neuf destiné à devenir résidence principale ?",76
262,"Si un résident fiscal étranger détient des parts dans une société immobilière possédant des biens en France et à l’étranger, comment est calculée la part de son patrimoine imposable à l’IFI ?",25
163,Pourquoi un entrepreneur en micro-BIC ne doit-il pas déduire ses charges réelles de son chiffre d’affaires sur la déclaration n° 2042-C-PRO ?,15
536,Comment sont tenus de régler leur taxe d’habitation deux conjoints qui se sont mariés et occupent ensemble leur logement au 1er janvier de l’année d’imposition ?,50
94,Quel est l’intérêt principal du système du quotient pour le calcul du revenu fiscal de référence lorsqu’un revenu exceptionnel est perçu ?,8
289,À quel service doit être envoyée la déclaration papier n°2042-IFI lorsque le contribuable a changé d’adresse depuis la réception de sa déclaration préremplie ?,28
459,Quelle est la date limite pour demander la modification des prélèvements mensuels de l’impôt local pour l’année en cours ?,41
319,Quels revenus doivent être déclarés via la déclaration unifiée par un exploitant agricole affilié à la MSA ?,31
426,Dans quel cadre de l’avis d’impôt retrouve-t-on le détail sur ce qui reste à payer ou à prélever ?,40
1289,Quels locaux sont exclus du champ d'application de la RVLLP ?,100
609,Quels revenus doivent figurer dans la déclaration effectuée au nom du défunt pour l’année de son décès?,58
305,Quels revenus sont intégrés dans cette déclaration fiscale et sociale unifiée pour les travailleurs indépendants ?,29
921,Que doit-on faire si la plus-value réalisée à l'étranger est exonérée d'impôt en France ?,81
274,Les immeubles en cours de construction au 1er janvier de l’année d’imposition doivent-ils être inclus dans l’actif taxable à l’IFI ?,26
863,Quel pourcentage correspond à la contribution de sécurité immobilière lors de l'acquisition d'un bien ancien ?,77
1038,Comment est qualifié le prélèvement forfaitaire obligatoire non libératoire appliqué lors du versement des revenus de placements financiers ?,86
1385,Que se passe-t-il généralement après que vous avez corrigé votre déclaration via le service en ligne ?,108
1406,Quel est l'objectif principal du médiateur des ministères de l'économie et du budget ?,111
504,"Dans le cadre d’une infraction liée au stationnement, quelle est la conséquence mentionnée si le Trésor Public a entrepris une action de saisie sur compte bancaire ?",46
557,Un contribuable héberge son grand-père sans ressources depuis toute l’année. Il souhaite déduire un forfait pour cet accueil dans sa déclaration de revenus 2023. Quelle est la condition requise pour ne pas avoir à justifier les dépenses réelles?,52
1052,"Parmi les produits soumis au prélèvement forfaitaire libératoire obligatoire, lesquels sont taxés à un taux de 75% ?",86
1411,Par quels moyens peut-on saisir le médiateur ?,111
1191,Quel est le seuil de recettes maximum pour bénéficier du régime micro des locations meublées classiques ?,94
709,Quels avantages en nature fournis par l'employeur sont considérés comme revenus d'origine française lorsqu'ils sont versés dans le cadre d'une activité exercée en France ?,66
35,"Pour l’imposition des revenus d’une année N, à quelle date la situation de famille est-elle retenue si un mariage a lieu en cours d’année et augmente les charges de famille ?",3
572,Un parent souhaite inclure dans la pension déductible les frais de déplacement liés à son droit de visite. Quelle est la règle applicable ?,54
1350,Quel est le droit à l’erreur en matière fiscale ?,105
380,Lequel de ces éléments n’est pas exigé pour mettre en place un prélèvement à l’échéance ?,37
1250,"Quel taux de TVA s'applique aux travaux d'amélioration, de transformation, d'aménagement et d'entretien, à l'exclusion des travaux de construction, reconstruction, agrandissement et d'amélioration énergétique ?",97
190,Dans quel cas les sommes déduites au titre des pensions alimentaires ne constituent-elles pas un revenu imposable pour le bénéficiaire ?,18
233,"Dans le dispositif « Censi-Bouvard » (loueur en meublé non professionnel), quelle est la durée minimale d’engagement de location meublée exigée pour bénéficier de la réduction d’impôt ?",22
415,"Comment un contribuable mensualisé est-il informé de tout changement d’échéancier, par exemple suite à une variation de revenus ?",40
